shifr,nazva_normy,odynytsya,typ_resursu,kod,nazva_resursu,odynytsya_resursu,vytrata,tsina_uah,vartist_uah,priorytet_prytulok
6-5-6,Улаштування балок і ригелів висотою понад 400 мм,100 м3,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
6-5-6,Улаштування балок і ригелів висотою понад 400 мм,100 м3,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
6-5-6,Улаштування балок і ригелів висотою понад 400 мм,100 м3,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,3.906,95.0,371.07,True
6-5-7,Улаштування поясів і обв'язок залізобетонних,100 м3,машина,С210-1,Кран / бетононасос,маш.-год,0.6,1500,900.0,True
6-5-7,Улаштування поясів і обв'язок залізобетонних,100 м3,машина,С211-1,Вібратор глибинний,маш.-год,0.8,120,96.0,True
6-5-7,Улаштування поясів і обв'язок залізобетонних,100 м3,матеріал,С120-1,Бетон товарний В15–В25,м3,1.02,3200,3264.0,True
6-5-7,Улаштування поясів і обв'язок залізобетонних,100 м3,матеріал,С121-1,Вода,м3,0.2,40,8.0,True
6-5-7,Улаштування поясів і обв'язок залізобетонних,100 м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,7.97,95.0,757.15,True
6-5-7,Улаштування поясів і обв'язок залізобетонних,100 м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.6,110.0,66.0,True
6-6-1,Установлення арматури окремих стержнів у фундаментах,т,машина,С210-1,Кран автомобільний 10 т,маш.-год,0.4,1400,560.0,True
6-6-1,Установлення арматури окремих стержнів у фундаментах,т,матеріал,С111-1,Арматура періодичного профілю А400/А500,т,1.02,32000,32640.0,True
6-6-1,Установлення арматури окремих стержнів у фундаментах,т,матеріал,С112-1,Дріт в'язальний,кг,8.0,45,360.0,True
6-6-1,Установлення арматури окремих стержнів у фундаментах,т,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,18.655,95.0,1772.23,True
6-6-1,Установлення арматури окремих стержнів у фундаментах,т,труд_машиністів,Т2,Труд машиністів,люд.-год,0.4,110.0,44.0,True
6-6-2,Установлення арматури окремих стержнів у стінах,т,машина,С210-1,Кран автомобільний 10 т,маш.-год,0.4,1400,560.0,True
6-6-2,Установлення арматури окремих стержнів у стінах,т,матеріал,С111-1,Арматура періодичного профілю А400/А500,т,1.02,32000,32640.0,True
6-6-2,Установлення арматури окремих стержнів у стінах,т,матеріал,С112-1,Дріт в'язальний,кг,8.0,45,360.0,True
6-6-2,Установлення арматури окремих стержнів у стінах,т,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,20.123,95.0,1911.69,True
6-6-2,Установлення арматури окремих стержнів у стінах,т,труд_машиністів,Т2,Труд машиністів,люд.-год,0.4,110.0,44.0,True
6-6-3,Установлення арматури окремих стержнів у колонах,т,машина,С210-1,Кран автомобільний 10 т,маш.-год,0.4,1400,560.0,True
6-6-3,Установлення арматури окремих стержнів у колонах,т,матеріал,С111-1,Арматура періодичного профілю А400/А500,т,1.02,32000,32640.0,True
6-6-3,Установлення арматури окремих стержнів у колонах,т,матеріал,С112-1,Дріт в'язальний,кг,8.0,45,360.0,True
6-6-3,Установлення арматури окремих стержнів у колонах,т,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,18.298,95.0,1738.31,True
6-6-3,Установлення арматури окремих стержнів у колонах,т,труд_машиністів,Т2,Труд машиністів,люд.-год,0.4,110.0,44.0,True
6-6-4,Установлення арматури окремих стержнів у перекриттях,т,машина,С210-1,Кран автомобільний 10 т,маш.-год,0.4,1400,560.0,True
6-6-4,Установлення арматури окремих стержнів у перекриттях,т,матеріал,С111-1,Арматура періодичного профілю А400/А500,т,1.02,32000,32640.0,True
6-6-4,Установлення арматури окремих стержнів у перекриттях,т,матеріал,С112-1,Дріт в'язальний,кг,8.0,45,360.0,True
6-6-4,Установлення арматури окремих стержнів у перекриттях,т,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,20.135,95.0,1912.83,True
6-6-4,Установлення арматури окремих стержнів у перекриттях,т,труд_машиністів,Т2,Труд машиністів,люд.-год,0.4,110.0,44.0,True
6-6-5,Установлення арматурних сіток плоских,т,машина,С210-1,Кран автомобільний 10 т,маш.-год,0.4,1400,560.0,True
6-6-5,Установлення арматурних сіток плоских,т,матеріал,С111-1,Арматура періодичного профілю А400/А500,т,1.02,32000,32640.0,True
6-6-5,Установлення арматурних сіток плоских,т,матеріал,С112-1,Дріт в'язальний,кг,8.0,45,360.0,True
6-6-5,Установлення арматурних сіток плоских,т,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,18.693,95.0,1775.84,True
6-6-5,Установлення арматурних сіток плоских,т,труд_машиністів,Т2,Труд машиністів,люд.-год,0.4,110.0,44.0,True
6-6-6,Установлення арматурних каркасів просторових,т,машина,С210-1,Кран автомобільний 10 т,маш.-год,0.4,1400,560.0,True
6-6-6,Установлення арматурних каркасів просторових,т,матеріал,С111-1,Арматура періодичного профілю А400/А500,т,1.02,32000,32640.0,True
6-6-6,Установлення арматурних каркасів просторових,т,матеріал,С112-1,Дріт в'язальний,кг,8.0,45,360.0,True
6-6-6,Установлення арматурних каркасів просторових,т,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,19.628,95.0,1864.66,True
6-6-6,Установлення арматурних каркасів просторових,т,труд_машиністів,Т2,Труд машиністів,люд.-год,0.4,110.0,44.0,True
6-6-7,Зварювання арматурних стиків,т,машина,С210-1,Кран автомобільний 10 т,маш.-год,0.4,1400,560.0,True
6-6-7,Зварювання арматурних стиків,т,матеріал,С111-1,Арматура періодичного профілю А400/А500,т,1.02,32000,32640.0,True
6-6-7,Зварювання арматурних стиків,т,матеріал,С112-1,Дріт в'язальний,кг,8.0,45,360.0,True
6-6-7,Зварювання арматурних стиків,т,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,21.247,95.0,2018.46,True
6-6-7,Зварювання арматурних стиків,т,труд_машиністів,Т2,Труд машиністів,люд.-год,0.4,110.0,44.0,True
6-7-1,Установлення і розбирання опалубки фундаментів щитової,100 м2,матеріал,С101-1,Опалубка інвентарна (амортизація),м2,1.05,45,47.25,True
6-7-1,Установлення і розбирання опалубки фундаментів щитової,100 м2,матеріал,С102-1,Цвяхи будівельні,кг,0.3,55,16.5,True
6-7-1,Установлення і розбирання опалубки фундаментів щитової,100 м2,матеріал,С103-1,Мастило для опалубки,кг,0.2,40,8.0,True
6-7-1,Установлення і розбирання опалубки фундаментів щитової,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,12.536,95.0,1190.92,True
6-7-2,Установлення і розбирання опалубки стін щитової,100 м2,матеріал,С101-1,Опалубка інвентарна (амортизація),м2,1.05,45,47.25,True
6-7-2,Установлення і розбирання опалубки стін щитової,100 м2,матеріал,С102-1,Цвяхи будівельні,кг,0.3,55,16.5,True
6-7-2,Установлення і розбирання опалубки стін щитової,100 м2,матеріал,С103-1,Мастило для опалубки,кг,0.2,40,8.0,True
6-7-2,Установлення і розбирання опалубки стін щитової,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,14.872,95.0,1412.84,True
6-7-3,Установлення і розбирання опалубки колон,100 м2,матеріал,С101-1,Опалубка інвентарна (амортизація),м2,1.05,45,47.25,True
6-7-3,Установлення і розбирання опалубки колон,100 м2,матеріал,С102-1,Цвяхи будівельні,кг,0.3,55,16.5,True
6-7-3,Установлення і розбирання опалубки колон,100 м2,матеріал,С103-1,Мастило для опалубки,кг,0.2,40,8.0,True
6-7-3,Установлення і розбирання опалубки колон,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,13.514,95.0,1283.83,True
6-7-4,Установлення і розбирання опалубки перекриттів на телескопічних стійках,100 м2,матеріал,С101-1,Опалубка інвентарна (амортизація),м2,1.05,45,47.25,True
6-7-4,Установлення і розбирання опалубки перекриттів на телескопічних стійках,100 м2,матеріал,С102-1,Цвяхи будівельні,кг,0.3,55,16.5,True
6-7-4,Установлення і розбирання опалубки перекриттів на телескопічних стійках,100 м2,матеріал,С103-1,Мастило для опалубки,кг,0.2,40,8.0,True
6-7-4,Установлення і розбирання опалубки перекриттів на телескопічних стійках,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,14.454,95.0,1373.13,True
6-7-5,Установлення і розбирання опалубки балок і ригелів,100 м2,матеріал,С101-1,Опалубка інвентарна (амортизація),м2,1.05,45,47.25,True
6-7-5,Установлення і розбирання опалубки балок і ригелів,100 м2,матеріал,С102-1,Цвяхи будівельні,кг,0.3,55,16.5,True
6-7-5,Установлення і розбирання опалубки балок і ригелів,100 м2,матеріал,С103-1,Мастило для опалубки,кг,0.2,40,8.0,True
6-7-5,Установлення і розбирання опалубки балок і ригелів,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,13.036,95.0,1238.42,True
6-7-6,Установлення і розбирання опалубки сходів,100 м2,матеріал,С101-1,Опалубка інвентарна (амортизація),м2,1.05,45,47.25,True
6-7-6,Установлення і розбирання опалубки сходів,100 м2,матеріал,С102-1,Цвяхи будівельні,кг,0.3,55,16.5,True
6-7-6,Установлення і розбирання опалубки сходів,100 м2,матеріал,С103-1,Мастило для опалубки,кг,0.2,40,8.0,True
6-7-6,Установлення і розбирання опалубки сходів,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.8",люд.-год,13.085,95.0,1243.08,True
6-8-1,Улаштування сходових маршів залізобетонних,100 м3,машина,С210-1,Кран / бетононасос,маш.-год,0.6,1500,900.0,True
6-8-1,Улаштування сходових маршів залізобетонних,100 м3,машина,С211-1,Вібратор глибинний,маш.-год,0.8,120,96.0,True
6-8-1,Улаштування сходових маршів залізобетонних,100 м3,матеріал,С120-1,Бетон товарний В15–В25,м3,1.02,3200,3264.0,True
6-8-1,Улаштування сходових маршів залізобетонних,100 м3,матеріал,С121-1,Вода,м3,0.2,40,8.0,True
6-8-1,Улаштування сходових маршів залізобетонних,100 м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,8.424,95.0,800.28,True
6-8-1,Улаштування сходових маршів залізобетонних,100 м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.6,110.0,66.0,True
6-8-2,Улаштування сходових площадок,100 м3,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
6-8-2,Улаштування сходових площадок,100 м3,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
6-8-2,Улаштування сходових площадок,100 м3,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
6-8-2,Улаштування сходових площадок,100 м3,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.399,95.0,417.91,True
6-8-3,Улаштування крилець і пандусів,100 м3,матеріал,С190-1,Прилад санітарний / опалювальний,шт,1.0,3500,3500.0,True
6-8-3,Улаштування крилець і пандусів,100 м3,матеріал,С191-1,Підводка / кріплення / арматура,компл,1.0,650,650.0,True
6-8-3,Улаштування крилець і пандусів,100 м3,матеріал,С192-1,Герметик / ущільнювачі,компл,1.0,80,80.0,True
6-8-3,Улаштування крилець і пандусів,100 м3,труд_робітників,Т1,"Труд робітників, розряд 4.0",люд.-год,4.15,95.0,394.25,True
6-8-4,Улаштування бетонних підлоги/вимощень товщиною до 100 мм,100 м3,машина,С210-1,Кран / бетононасос,маш.-год,0.6,1500,900.0,True
6-8-4,Улаштування бетонних підлоги/вимощень товщиною до 100 мм,100 м3,машина,С211-1,Вібратор глибинний,маш.-год,0.8,120,96.0,True
6-8-4,Улаштування бетонних підлоги/вимощень товщиною до 100 мм,100 м3,матеріал,С120-1,Бетон товарний В15–В25,м3,1.02,3200,3264.0,True
6-8-4,Улаштування бетонних підлоги/вимощень товщиною до 100 мм,100 м3,матеріал,С121-1,Вода,м3,0.2,40,8.0,True
6-8-4,Улаштування бетонних підлоги/вимощень товщиною до 100 мм,100 м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,7.596,95.0,721.62,True
6-8-4,Улаштування бетонних підлоги/вимощень товщиною до 100 мм,100 м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.6,110.0,66.0,True
6-8-5,Улаштування закладних деталей у бетоні,т,машина,С210-1,Кран / бетононасос,маш.-год,0.6,1500,900.0,True
6-8-5,Улаштування закладних деталей у бетоні,т,машина,С211-1,Вібратор глибинний,маш.-год,0.8,120,96.0,True
6-8-5,Улаштування закладних деталей у бетоні,т,матеріал,С120-1,Бетон товарний В15–В25,м3,1.02,3200,3264.0,True
6-8-5,Улаштування закладних деталей у бетоні,т,матеріал,С121-1,Вода,м3,0.2,40,8.0,True
6-8-5,Улаштування закладних деталей у бетоні,т,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,7.199,95.0,683.9,True
6-8-5,Улаштування закладних деталей у бетоні,т,труд_машиністів,Т2,Труд машиністів,люд.-год,0.6,110.0,66.0,True
7-1-1,"Укладання блоків фундаментних стінових масою до 0,5 т",100 шт,машина,С210-1,Кран / бетононасос,маш.-год,0.6,1500,900.0,True
7-1-1,"Укладання блоків фундаментних стінових масою до 0,5 т",100 шт,машина,С211-1,Вібратор глибинний,маш.-год,0.8,120,96.0,True
7-1-1,"Укладання блоків фундаментних стінових масою до 0,5 т",100 шт,матеріал,С120-1,Бетон товарний В15–В25,м3,1.02,3200,3264.0,True
7-1-1,"Укладання блоків фундаментних стінових масою до 0,5 т",100 шт,матеріал,С121-1,Вода,м3,0.2,40,8.0,True
7-1-1,"Укладання блоків фундаментних стінових масою до 0,5 т",100 шт,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,6.821,95.0,648.0,True
7-1-1,"Укладання блоків фундаментних стінових масою до 0,5 т",100 шт,труд_машиністів,Т2,Труд машиністів,люд.-год,0.6,110.0,66.0,True
7-1-2,"Укладання блоків фундаментних стінових масою до 1,0 т",100 шт,машина,С210-1,Кран / бетононасос,маш.-год,0.6,1500,900.0,True
7-1-2,"Укладання блоків фундаментних стінових масою до 1,0 т",100 шт,машина,С211-1,Вібратор глибинний,маш.-год,0.8,120,96.0,True
7-1-2,"Укладання блоків фундаментних стінових масою до 1,0 т",100 шт,матеріал,С120-1,Бетон товарний В15–В25,м3,1.02,3200,3264.0,True
7-1-2,"Укладання блоків фундаментних стінових масою до 1,0 т",100 шт,матеріал,С121-1,Вода,м3,0.2,40,8.0,True
7-1-2,"Укладання блоків фундаментних стінових масою до 1,0 т",100 шт,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,7.782,95.0,739.29,True
7-1-2,"Укладання блоків фундаментних стінових масою до 1,0 т",100 шт,труд_машиністів,Т2,Труд машиністів,люд.-год,0.6,110.0,66.0,True
7-1-3,"Укладання блоків фундаментних стінових масою до 1,5 т",100 шт,машина,С210-1,Кран / бетононасос,маш.-год,0.6,1500,900.0,True
7-1-3,"Укладання блоків фундаментних стінових масою до 1,5 т",100 шт,машина,С211-1,Вібратор глибинний,маш.-год,0.8,120,96.0,True
7-1-3,"Укладання блоків фундаментних стінових масою до 1,5 т",100 шт,матеріал,С120-1,Бетон товарний В15–В25,м3,1.02,3200,3264.0,True
7-1-3,"Укладання блоків фундаментних стінових масою до 1,5 т",100 шт,матеріал,С121-1,Вода,м3,0.2,40,8.0,True
7-1-3,"Укладання блоків фундаментних стінових масою до 1,5 т",100 шт,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,8.142,95.0,773.49,True
7-1-3,"Укладання блоків фундаментних стінових масою до 1,5 т",100 шт,труд_машиністів,Т2,Труд машиністів,люд.-год,0.6,110.0,66.0,True
7-1-4,Укладання подушок фундаментних,100 шт,машина,С210-1,Кран / бетононасос,маш.-год,0.6,1500,900.0,True
7-1-4,Укладання подушок фундаментних,100 шт,машина,С211-1,Вібратор глибинний,маш.-год,0.8,120,96.0,True
7-1-4,Укладання подушок фундаментних,100 шт,матеріал,С120-1,Бетон товарний В15–В25,м3,1.02,3200,3264.0,True
7-1-4,Укладання подушок фундаментних,100 шт,матеріал,С121-1,Вода,м3,0.2,40,8.0,True
7-1-4,Укладання подушок фундаментних,100 шт,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,6.757,95.0,641.91,True
7-1-4,Укладання подушок фундаментних,100 шт,труд_машиністів,Т2,Труд машиністів,люд.-год,0.6,110.0,66.0,True
7-2-1,Установлення колон одноповерхових масою до 2 т,шт,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,True
7-2-1,Установлення колон одноповерхових масою до 2 т,шт,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,2.663,95.0,252.98,True
7-2-2,Установлення колон багатоповерхових масою до 4 т,шт,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,True
7-2-2,Установлення колон багатоповерхових масою до 4 т,шт,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,3.479,95.0,330.5,True
7-2-3,Укладання ригелів масою до 3 т,шт,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,True
7-2-3,Укладання ригелів масою до 3 т,шт,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,2.785,95.0,264.57,True
7-3-1,Укладання плит перекриттів багатопустотних,100 м2,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,True
7-3-1,Укладання плит перекриттів багатопустотних,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,3.25,95.0,308.75,True
7-3-2,Укладання плит покриттів ребристих,100 м2,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,True
7-3-2,Укладання плит покриттів ребристих,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,3.31,95.0,314.45,True
7-3-3,Замонолічування стиків плит перекриттів,100 м,машина,С210-1,Кран / бетононасос,маш.-год,0.6,1500,900.0,True
7-3-3,Замонолічування стиків плит перекриттів,100 м,машина,С211-1,Вібратор глибинний,маш.-год,0.8,120,96.0,True
7-3-3,Замонолічування стиків плит перекриттів,100 м,матеріал,С120-1,Бетон товарний В15–В25,м3,1.02,3200,3264.0,True
7-3-3,Замонолічування стиків плит перекриттів,100 м,матеріал,С121-1,Вода,м3,0.2,40,8.0,True
7-3-3,Замонолічування стиків плит перекриттів,100 м,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,7.529,95.0,715.25,True
7-3-3,Замонолічування стиків плит перекриттів,100 м,труд_машиністів,Т2,Труд машиністів,люд.-год,0.6,110.0,66.0,True
7-4-1,Установлення панелей стінових зовнішніх,100 м2,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,True
7-4-1,Установлення панелей стінових зовнішніх,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,2.582,95.0,245.29,True
7-4-2,Установлення панелей стінових внутрішніх,100 м2,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,True
7-4-2,Установлення панелей стінових внутрішніх,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,3.199,95.0,303.9,True
7-4-3,Установлення панелей перегородок,100 м2,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
7-4-3,Установлення панелей перегородок,100 м2,матеріал,С137-1,Цегла керамічна,шт,5100,12,61200,True
7-4-3,Установлення панелей перегородок,100 м2,матеріал,С135-1,Розчин мурувальний,м3,2.4,2200,5280.0,True
7-4-3,Установлення панелей перегородок,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,58.806,95.0,5586.57,True
7-4-3,Установлення панелей перегородок,100 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
7-5-1,Установлення сходових маршів,шт,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,True
7-5-1,Установлення сходових маршів,шт,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,2.673,95.0,253.94,True
7-5-2,Установлення сходових площадок,шт,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,True
7-5-2,Установлення сходових площадок,шт,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,3.161,95.0,300.3,True
7-5-3,Установлення елементів огородження сходів,м,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,True
7-5-3,Установлення елементів огородження сходів,м,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,3.089,95.0,293.45,True
7-6-1,Установлення санітарно-технічних кабін,шт,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,True
7-6-1,Установлення санітарно-технічних кабін,шт,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,3.485,95.0,331.07,True
7-6-2,Установлення вентиляційних блоків,шт,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
7-6-2,Установлення вентиляційних блоків,шт,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,400.82,12,4809.84,True
7-6-2,Установлення вентиляційних блоків,шт,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
7-6-2,Установлення вентиляційних блоків,шт,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
7-6-2,Установлення вентиляційних блоків,шт,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,4.866,95.0,462.27,True
7-6-2,Установлення вентиляційних блоків,шт,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
7-6-3,Установлення ліфтових шахт збірних,шт,матеріал,С301-1,Допоміжні матеріали,компл,1.0,150,150.0,True
7-6-3,Установлення ліфтових шахт збірних,шт,труд_робітників,Т1,"Труд робітників, розряд 3.2",люд.-год,2.851,95.0,270.84,True
8-1-1,Улаштування фундаментів із бутового каменю під лопату,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-1-1,Улаштування фундаментів із бутового каменю під лопату,м3,матеріал,С134-1,Камінь бутовий,м3,1.05,900,945.0,True
8-1-1,Улаштування фундаментів із бутового каменю під лопату,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.38,2200,836.0,True
8-1-1,Улаштування фундаментів із бутового каменю під лопату,м3,труд_робітників,Т1,"Труд робітників, розряд 3.3",люд.-год,6.141,95.0,583.39,True
8-1-1,Улаштування фундаментів із бутового каменю під лопату,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-1-2,Улаштування фундаментів із бутового каменю під скобу,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-1-2,Улаштування фундаментів із бутового каменю під скобу,м3,матеріал,С134-1,Камінь бутовий,м3,1.05,900,945.0,True
8-1-2,Улаштування фундаментів із бутового каменю під скобу,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.38,2200,836.0,True
8-1-2,Улаштування фундаментів із бутового каменю під скобу,м3,труд_робітників,Т1,"Труд робітників, розряд 3.3",люд.-год,6.469,95.0,614.56,True
8-1-2,Улаштування фундаментів із бутового каменю під скобу,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-1-3,Мурування стін підвалів із бутового каменю під лопату,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-1-3,Мурування стін підвалів із бутового каменю під лопату,м3,матеріал,С134-1,Камінь бутовий,м3,1.05,900,945.0,True
8-1-3,Мурування стін підвалів із бутового каменю під лопату,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.38,2200,836.0,True
8-1-3,Мурування стін підвалів із бутового каменю під лопату,м3,труд_робітників,Т1,"Труд робітників, розряд 3.3",люд.-год,6.055,95.0,575.23,True
8-1-3,Мурування стін підвалів із бутового каменю під лопату,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-1-4,Мурування стін підвалів із бутового каменю під скобу,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-1-4,Мурування стін підвалів із бутового каменю під скобу,м3,матеріал,С134-1,Камінь бутовий,м3,1.05,900,945.0,True
8-1-4,Мурування стін підвалів із бутового каменю під скобу,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.38,2200,836.0,True
8-1-4,Мурування стін підвалів із бутового каменю під скобу,м3,труд_робітників,Т1,"Труд робітників, розряд 3.3",люд.-год,6.113,95.0,580.74,True
8-1-4,Мурування стін підвалів із бутового каменю під скобу,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-1-5,Мурування стін із бутового каменю з облицюванням цеглою,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-1-5,Мурування стін із бутового каменю з облицюванням цеглою,м3,матеріал,С134-1,Камінь бутовий,м3,1.05,900,945.0,True
8-1-5,Мурування стін із бутового каменю з облицюванням цеглою,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.38,2200,836.0,True
8-1-5,Мурування стін із бутового каменю з облицюванням цеглою,м3,труд_робітників,Т1,"Труд робітників, розряд 3.3",люд.-год,6.626,95.0,629.47,True
8-1-5,Мурування стін із бутового каменю з облицюванням цеглою,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-2-1,Улаштування піщаної основи під фундаменти з ущільненням,м3,машина,С201-2,Бульдозер / трамбівка,маш.-год,0.5,600,300.0,True
8-2-1,Улаштування піщаної основи під фундаменти з ущільненням,м3,матеріал,С300-1,Пальне дизельне (орієнтовно),л,4.25,55,233.75,True
8-2-1,Улаштування піщаної основи під фундаменти з ущільненням,м3,матеріал,С300-2,Мастильні матеріали,кг,0.2125,120,25.5,True
8-2-1,Улаштування піщаної основи під фундаменти з ущільненням,м3,труд_робітників,Т1,"Труд робітників, розряд 2.8",люд.-год,9.969,95.0,947.05,True
8-2-1,Улаштування піщаної основи під фундаменти з ущільненням,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.5,110.0,55.0,True
8-2-2,Улаштування щебеневої основи під фундаменти з ущільненням,м3,машина,С201-2,Бульдозер / трамбівка,маш.-год,0.5,600,300.0,True
8-2-2,Улаштування щебеневої основи під фундаменти з ущільненням,м3,матеріал,С300-1,Пальне дизельне (орієнтовно),л,4.25,55,233.75,True
8-2-2,Улаштування щебеневої основи під фундаменти з ущільненням,м3,матеріал,С300-2,Мастильні матеріали,кг,0.2125,120,25.5,True
8-2-2,Улаштування щебеневої основи під фундаменти з ущільненням,м3,труд_робітників,Т1,"Труд робітників, розряд 2.8",люд.-год,10.63,95.0,1009.85,True
8-2-2,Улаштування щебеневої основи під фундаменти з ущільненням,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.5,110.0,55.0,True
8-2-3,Улаштування бетонної підготовки товщиною 100 мм,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-2-3,Улаштування бетонної підготовки товщиною 100 мм,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,401.66,12,4819.92,True
8-2-3,Улаштування бетонної підготовки товщиною 100 мм,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-2-3,Улаштування бетонної підготовки товщиною 100 мм,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-2-3,Улаштування бетонної підготовки товщиною 100 мм,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,4.933,95.0,468.63,True
8-2-3,Улаштування бетонної підготовки товщиною 100 мм,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
