kompleks,zbirnyk,nazva_zbirnyka,dstu,grupa,nazva_grupy,shifr,nazva_normy,odynytsya,priorytet_prytulok,trud_lyud_god,seredniy_rozryad,mashynisty_lyud_god,kilkist_mashyn,kilkist_materialiv,vartist_trudu_uah,vartist_mashyn_uah,vartist_materialiv_uah,priami_vytraty_uah
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,6,Мурування перегородок із цегли,8-6-2,Мурування перегородок товщиною 1/2 цегли армованих,100 м2,True,57.409,3.5,0.15,1,2,5470.35,135.0,66480.0,72085.35
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,6,Мурування перегородок із цегли,8-6-3,Мурування перегородок товщиною 1 цеглу,100 м2,True,57.213,3.5,0.15,1,2,5451.73,135.0,66480.0,72066.73
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,7,Мурування конструкцій із цегли,8-7-1,Мурування стовпів прямокутних,м3,True,4.833,3.5,0.15,1,3,475.63,135.0,5339.04,5949.67
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,7,Мурування конструкцій із цегли,8-7-2,Мурування стовпів з ускладненнями,м3,True,5.036,3.5,0.15,1,3,494.92,135.0,5369.4,5999.32
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,7,Мурування конструкцій із цегли,8-7-3,Мурування карнизів і архітектурних деталей,м3,True,5.333,3.5,0.15,1,3,523.13,135.0,5413.92,6072.05
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,7,Мурування конструкцій із цегли,8-7-4,Мурування каналів і боровів,м3,True,5.484,3.5,0.15,1,3,537.48,135.0,5436.48,6108.96
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,10,Розшивання швів мурування,8-10-1,Розшивання швів зовнішніх стін,100 м2,True,62.016,3.5,0.15,1,2,5908.02,135.0,66480.0,72523.02
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,10,Розшивання швів мурування,8-10-2,Розшивання швів внутрішніх стін,100 м2,True,59.065,3.5,0.15,1,2,5627.68,135.0,66480.0,72242.68
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,11,Армування мурування стін,8-11-1,"Армування мурування стін, перемичок, простінків",т,True,8.184,3.5,0.6,2,2,843.48,996.0,3272.0,5111.48
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,11,Армування мурування стін,8-11-2,Кріплення склепінь і установлення металевих ґрат,т,True,5.211,3.5,0.15,1,3,511.55,135.0,5395.68,6042.23
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,12,Мурування зовнішніх стін із каменів керамічних або силікатних,8-12-1,Мурування зовнішніх простих стін із каменів керамічних,м3,True,5.161,3.5,0.15,1,3,506.79,135.0,5388.12,6029.91
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,12,Мурування зовнішніх стін із каменів керамічних або силікатних,8-12-2,Мурування зовнішніх стін середньої складності із каменів,м3,True,5.293,3.5,0.15,1,3,519.34,135.0,5408.04,6062.38
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,12,Мурування зовнішніх стін із каменів керамічних або силікатних,8-12-3,Мурування внутрішніх стін із каменів керамічних,м3,True,4.96,3.5,0.15,1,3,487.7,135.0,5358.0,5980.7
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,20,Мурування стін із каменів легкобетонних,8-20-1,Мурування зовнішніх стін із легкобетонних каменів,м3,True,4.89,3.5,0.15,1,3,481.05,135.0,5347.56,5963.61
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,20,Мурування стін із каменів легкобетонних,8-20-2,Мурування внутрішніх стін із легкобетонних каменів,м3,True,5.398,3.5,0.15,1,3,529.31,135.0,5423.64,6087.95
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,20,Мурування стін із каменів легкобетонних,8-20-3,Заповнення каркасів і фахверків легкобетонними каменями,м3,True,5.069,3.5,0.15,1,3,498.06,135.0,5374.32,6007.38
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,21,Мурування стін із керамзитобетонних та бетонних пазогребеневих блоків,8-21-1,Мурування стін із керамзитобетонних блоків у монолітно-каркасних будівлях,м3,True,5.446,3.5,0.15,1,3,533.87,135.0,5430.84,6099.71
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,21,Мурування стін із керамзитобетонних та бетонних пазогребеневих блоків,8-21-2,Мурування стін із бетонних пазогребеневих блоків,м3,True,5.599,3.5,0.15,1,3,548.4,135.0,5453.88,6137.28
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,22,Мурування стін із газобетонних блоків,8-22-1,Мурування зовнішніх стін із газобетонних блоків на клею,м3,True,4.042,3.6,0.15,1,3,400.49,135.0,3393.5,3928.99
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,22,Мурування стін із газобетонних блоків,8-22-2,Мурування внутрішніх стін із газобетонних блоків на клею,м3,True,4.091,3.6,0.15,1,3,405.15,135.0,3393.5,3933.65
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,24,Улаштування перегородок із гіпсових і легкобетонних плит,8-24-1,Улаштування перегородок із гіпсових плит у 1 шар,100 м2,True,192.33,3.4,0.15,1,2,18287.85,135.0,31100,49522.85
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,24,Улаштування перегородок із гіпсових і легкобетонних плит,8-24-2,Улаштування перегородок із гіпсових плит у 2 шари,100 м2,True,187.041,3.4,0.15,1,2,17785.4,135.0,31100,49020.4
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,24,Улаштування перегородок із гіпсових і легкобетонних плит,8-24-3,Улаштування перегородок із легкобетонних плит,100 м2,True,213.742,3.4,0.15,1,2,20321.99,135.0,31100,51556.99
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,25,Улаштування перегородок із газобетонних блоків на клеючій суміші,8-25-1,Улаштування перегородок товщиною 100 мм,100 м2,True,63.221,3.5,0.15,1,2,6022.49,135.0,66480.0,72637.49
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,25,Улаштування перегородок із газобетонних блоків на клеючій суміші,8-25-2,Улаштування перегородок товщиною 150 мм,100 м2,True,62.412,3.5,0.15,1,2,5945.64,135.0,66480.0,72560.64
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,27,Укладання підвіконних залізобетонних плит,8-27-1,"Укладання підвіконних плит шириною до 0,3 м",100 м,True,60.922,3.5,0.15,1,2,5804.09,135.0,66480.0,72419.09
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,27,Укладання підвіконних залізобетонних плит,8-27-2,"Укладання підвіконних плит шириною понад 0,3 м",100 м,True,56.03,3.5,0.15,1,2,5339.35,135.0,66480.0,71954.35
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,28,Улаштування ґанків,8-28-1,Улаштування ґанків із цегли,м2,True,5.535,3.5,0.15,1,3,542.33,135.0,5444.28,6121.61
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,28,Улаштування ґанків,8-28-2,Улаштування ґанків із бетонних елементів,м2,True,5.456,3.5,0.15,1,3,534.82,135.0,5432.4,6102.22
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,36,Установлення і розбирання зовнішніх інвентарних риштувань,8-36-1,Установлення і розбирання трубчастих риштувань для мурування,100 м2,True,29.087,3.2,0.15,1,1,2779.76,135.0,2500,5414.76
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,36,Установлення і розбирання зовнішніх інвентарних риштувань,8-36-2,Установлення і розбирання трубчастих риштувань для опорядження,100 м2,True,26.875,3.2,0.15,1,1,2569.62,135.0,2500,5204.62
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,36,Установлення і розбирання зовнішніх інвентарних риштувань,8-36-3,Установлення і розбирання підвісних риштувань,100 м2,True,27.921,3.2,0.15,1,1,2668.99,135.0,2500,5303.99
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,37,Установлення і розбирання внутрішніх інвентарних риштувань,8-37-1,Установлення і розбирання внутрішніх риштувань,100 м2,True,28.495,3.2,0.15,1,1,2723.53,135.0,2500,5358.53
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,37,Установлення і розбирання внутрішніх інвентарних риштувань,8-37-2,Додавати на кожні наступні 4 м висоти приміщення,100 м2,True,62.643,3.5,0.15,1,2,5967.59,135.0,66480.0,72582.59
Д.2.2,9,Металеві конструкції,ДСТУ Б Д.2.2-9:2012,1,Монтаж колон і стійок,9-1-1,Установлення колон суцільних масою до 1 т,т,True,14.19,4.2,1.0,2,3,1458.05,1960.0,47450.0,50868.05
Д.2.2,9,Металеві конструкції,ДСТУ Б Д.2.2-9:2012,1,Монтаж колон і стійок,9-1-2,Установлення колон суцільних масою до 3 т,т,True,14.902,4.2,1.0,2,3,1525.69,1960.0,47450.0,50935.69
Д.2.2,9,Металеві конструкції,ДСТУ Б Д.2.2-9:2012,1,Монтаж колон і стійок,9-1-3,Установлення колон наскрізних,т,True,15.314,4.2,1.0,2,3,1564.83,1960.0,47450.0,50974.83
Д.2.2,9,Металеві конструкції,ДСТУ Б Д.2.2-9:2012,2,"Монтаж балок, ригелів, ферм",9-2-1,Укладання балок і ригелів масою до 1 т,т,True,14.945,4.2,1.0,2,3,1529.78,1960.0,47450.0,50939.78
Д.2.2,9,Металеві конструкції,ДСТУ Б Д.2.2-9:2012,2,"Монтаж балок, ригелів, ферм",9-2-2,Укладання балок і ригелів масою до 3 т,т,True,14.586,4.2,1.0,2,3,1495.67,1960.0,47450.0,50905.67
Д.2.2,9,Металеві конструкції,ДСТУ Б Д.2.2-9:2012,2,"Монтаж балок, ригелів, ферм",9-2-3,Установлення ферм покриття,т,True,16.813,4.2,1.0,2,3,1707.23,1960.0,47450.0,51117.23
Д.2.2,9,Металеві конструкції,ДСТУ Б Д.2.2-9:2012,3,Монтаж зв'язків і прогонів,9-3-1,Установлення зв'язків вертикальних,т,True,2.893,3.2,0.0,0,1,274.83,0,150.0,424.83
Д.2.2,9,Металеві конструкції,ДСТУ Б Д.2.2-9:2012,3,Монтаж зв'язків і прогонів,9-3-2,Установлення зв'язків горизонтальних,т,True,3.331,3.2,0.0,0,1,316.44,0,150.0,466.44
Д.2.2,9,Металеві конструкції,ДСТУ Б Д.2.2-9:2012,3,Монтаж зв'язків і прогонів,9-3-3,Укладання прогонів,т,True,2.698,3.2,0.0,0,1,256.31,0,150.0,406.31
Д.2.2,9,Металеві конструкції,ДСТУ Б Д.2.2-9:2012,4,Огороджувальні конструкції,9-4-1,Улаштування стінових панелей із профнастилу,100 м2,True,15.049,4.2,1.0,2,3,1539.65,1960.0,47450.0,50949.65
Д.2.2,9,Металеві конструкції,ДСТУ Б Д.2.2-9:2012,4,Огороджувальні конструкції,9-4-2,Улаштування покриттів із профнастилу,100 м2,True,14.177,4.2,1.0,2,3,1456.82,1960.0,47450.0,50866.82
Д.2.2,9,Металеві конструкції,ДСТУ Б Д.2.2-9:2012,4,Огороджувальні конструкції,9-4-3,Улаштування огороджень сходів і балконів,100 м,True,3.754,4.0,0.0,0,3,356.63,0,4230.0,4586.63
Д.2.2,9,Металеві конструкції,ДСТУ Б Д.2.2-9:2012,5,Зварювальні та кріпильні роботи,9-5-1,Зварювання монтажних стиків,т,True,15.951,4.2,1.0,2,3,1625.35,1960.0,47450.0,51035.35
Д.2.2,9,Металеві конструкції,ДСТУ Б Д.2.2-9:2012,5,Зварювальні та кріпильні роботи,9-5-2,Установлення високоміцних болтів,100 шт,True,2.802,3.2,0.0,0,1,266.19,0,150.0,416.19
Д.2.2,9,Металеві конструкції,ДСТУ Б Д.2.2-9:2012,5,Зварювальні та кріпильні роботи,9-5-3,Антикорозійний захист металевих конструкцій,100 м2,True,16.282,4.2,1.0,2,3,1656.79,1960.0,47450.0,51066.79
Д.2.2,10,Дерев'яні конструкції,ДСТУ Б Д.2.2-10:2012,1,Улаштування елементів каркаса,10-1-1,Улаштування стійок і колонок,м3,True,9.005,3.6,0.0,0,3,855.48,0,13595.0,14450.48
Д.2.2,10,Дерев'яні конструкції,ДСТУ Б Д.2.2-10:2012,1,Улаштування елементів каркаса,10-1-2,Улаштування обв'язок і прогонів,м3,True,9.302,3.6,0.0,0,3,883.69,0,13595.0,14478.69
Д.2.2,10,Дерев'яні конструкції,ДСТУ Б Д.2.2-10:2012,1,Улаштування елементів каркаса,10-1-3,Улаштування кроквяних ніг,м3,True,8.274,3.6,0.0,0,3,786.03,0,13595.0,14381.03
Д.2.2,10,Дерев'яні конструкції,ДСТУ Б Д.2.2-10:2012,1,Улаштування елементів каркаса,10-1-4,Улаштування мауерлатів,м3,True,9.638,3.6,0.0,0,3,915.61,0,13595.0,14510.61
Д.2.2,10,Дерев'яні конструкції,ДСТУ Б Д.2.2-10:2012,2,Улаштування перекриттів і настилів,10-2-1,Улаштування балок перекриттів,м3,True,8.488,3.6,0.0,0,3,806.36,0,13595.0,14401.36
Д.2.2,10,Дерев'яні конструкції,ДСТУ Б Д.2.2-10:2012,2,Улаштування перекриттів і настилів,10-2-2,Улаштування настилів суцільних,100 м2,True,8.923,3.6,0.0,0,3,847.69,0,13595.0,14442.69
Д.2.2,10,Дерев'яні конструкції,ДСТУ Б Д.2.2-10:2012,2,Улаштування перекриттів і настилів,10-2-3,Улаштування латання під покрівлю,100 м2,True,9.077,3.6,0.0,0,3,862.31,0,13595.0,14457.31
Д.2.2,10,Дерев'яні конструкції,ДСТУ Б Д.2.2-10:2012,3,Заповнення прорізів,10-3-1,Установлення віконних блоків дерев'яних,100 м2,True,55.444,3.5,0.15,1,2,5283.68,135.0,66480.0,71898.68
Д.2.2,10,Дерев'яні конструкції,ДСТУ Б Д.2.2-10:2012,3,Заповнення прорізів,10-3-2,Установлення дверних блоків внутрішніх,100 м2,True,57.233,3.5,0.15,1,2,5453.63,135.0,66480.0,72068.63
Д.2.2,10,Дерев'яні конструкції,ДСТУ Б Д.2.2-10:2012,3,Заповнення прорізів,10-3-3,Установлення дверних блоків зовнішніх,100 м2,True,59.007,3.5,0.15,1,2,5622.16,135.0,66480.0,72237.16
Д.2.2,10,Дерев'яні конструкції,ДСТУ Б Д.2.2-10:2012,3,Заповнення прорізів,10-3-4,Установлення підвіконних дощок,100 м,True,256.154,3.8,0.0,0,3,24334.63,0,264100,288434.63
Д.2.2,10,Дерев'яні конструкції,ДСТУ Б Д.2.2-10:2012,4,Перегородки та обшивки,10-4-1,Улаштування каркасних перегородок обшитих гіпсокартоном,100 м2,True,207.856,3.4,0.15,1,2,19762.82,135.0,31100,50997.82
Д.2.2,10,Дерев'яні конструкції,ДСТУ Б Д.2.2-10:2012,4,Перегородки та обшивки,10-4-2,Обшивка стін дошкою,100 м2,True,9.981,3.6,0.0,0,3,948.19,0,13595.0,14543.19
Д.2.2,10,Дерев'яні конструкції,ДСТУ Б Д.2.2-10:2012,4,Перегородки та обшивки,10-4-3,Улаштування підшивки стель,100 м2,True,9.235,3.6,0.0,0,3,877.32,0,13595.0,14472.32
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,1,Підготовка основ під підлоги,11-1-1,Улаштування підстилаючого шару з бетону,100 м2,True,108.677,3.3,0.0,0,2,10324.32,0,13000.0,23324.32
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,1,Підготовка основ під підлоги,11-1-2,Улаштування стяжки цементної,100 м2,True,98.646,3.3,0.0,0,2,9371.37,0,13000.0,22371.37
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,1,Підготовка основ під підлоги,11-1-3,Улаштування стяжки самовирівнювальної,100 м2,True,108.212,3.3,0.0,0,2,10280.14,0,13000.0,23280.14
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,1,Підготовка основ під підлоги,11-1-4,Гідроізоляція підлоги,100 м2,True,134.974,3.8,0.0,0,3,12822.53,0,53350,66172.53
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,2,Підлоги з керамічної плитки,11-2-1,Улаштування підлог із керамічної плитки по готовій стяжці,100 м2,True,154.975,3.8,0.0,0,3,14722.62,0,53350,68072.62
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,2,Підлоги з керамічної плитки,11-2-2,Улаштування підлог із керамограніту,100 м2,True,142.101,3.8,0.0,0,3,13499.59,0,53350,66849.59
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,2,Підлоги з керамічної плитки,11-2-3,Улаштування плінтусів із керамічної плитки,100 м,True,130.99,3.8,0.0,0,3,12444.05,0,53350,65794.05
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,2,Підлоги з керамічної плитки,11-2-4,Улаштування підлог із плитки по діагоналі,100 м2,True,134.803,3.8,0.0,0,3,12806.28,0,53350,66156.28
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,2,Підлоги з керамічної плитки,11-2-5,Улаштування підлог у вологих приміщеннях із гідроізоляцією,100 м2,True,153.375,3.8,0.0,0,3,14570.62,0,53350,67920.62
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,3,Підлоги з лінолеуму та ПВХ,11-3-1,Улаштування підлог із лінолеуму на клейовій основі,100 м2,True,55.63,3.4,0.0,0,3,5284.85,0,52850,58134.85
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,3,Підлоги з лінолеуму та ПВХ,11-3-2,Улаштування підлог із ПВХ-плитки,100 м2,True,56.312,3.4,0.0,0,3,5349.64,0,52850,58199.64
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,3,Підлоги з лінолеуму та ПВХ,11-3-3,Улаштування плінтусів полівінілхлоридних,100 м,True,132.331,3.8,0.0,0,3,12571.44,0,53350,65921.44
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,4,Підлоги дерев'яні та ламінат,11-4-1,Улаштування підлог дощатих,100 м2,True,75.771,3.7,0.0,0,3,7198.24,0,77725,84923.24
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,4,Підлоги дерев'яні та ламінат,11-4-2,Улаштування підлог паркетних,100 м2,True,75.912,3.7,0.0,0,3,7211.64,0,77725,84936.64
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,4,Підлоги дерев'яні та ламінат,11-4-3,Улаштування підлог із ламінату,100 м2,True,81.664,3.7,0.0,0,3,7758.08,0,77725,85483.08
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,5,Підлоги бетонні та мозаїчні,11-5-1,Улаштування підлог бетонних з залізненням,100 м2,True,95.599,3.3,0.0,0,2,9081.91,0,13000.0,22081.91
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,5,Підлоги бетонні та мозаїчні,11-5-2,Улаштування підлог мозаїчних,100 м2,True,152.824,3.8,0.0,0,3,14518.28,0,53350,67868.28
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,1,Підготовка основи під покрівлю,12-1-1,Улаштування пароізоляції,100 м2,True,87.31,3.6,0.2,1,2,8316.45,40.0,22800,31156.45
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,1,Підготовка основи під покрівлю,12-1-2,Улаштування утеплювача з плитних матеріалів,100 м2,True,94.083,3.6,0.2,1,2,8959.89,40.0,22800,31799.89
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,1,Підготовка основи під покрівлю,12-1-3,Улаштування стяжки під покрівлю,100 м2,True,105.846,3.3,0.0,0,2,10055.37,0,13000.0,23055.37
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,2,Покрівлі рулонні,12-2-1,Улаштування покрівлі з наплавлюваних матеріалів у 1 шар,100 м2,True,94.006,3.6,0.2,1,2,8952.57,40.0,22800,31792.57
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,2,Покрівлі рулонні,12-2-2,Улаштування покрівлі з наплавлюваних матеріалів у 2 шари,100 м2,True,89.357,3.6,0.2,1,2,8510.91,40.0,22800,31350.91
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,2,Покрівлі рулонні,12-2-3,Улаштування примикань рулонної покрівлі,100 м,True,89.112,3.6,0.2,1,2,8487.64,40.0,22800,31327.64
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,3,Покрівлі з металочерепиці та профнастилу,12-3-1,Улаштування покрівлі з металочерепиці,100 м2,True,114.224,3.7,0.0,0,3,10851.28,0,41050.0,51901.28
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,3,Покрівлі з металочерепиці та профнастилу,12-3-2,Улаштування покрівлі з профнастилу,100 м2,True,123.751,3.7,0.0,0,3,11756.35,0,41050.0,52806.35
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,3,Покрівлі з металочерепиці та профнастилу,12-3-3,Улаштування покрівлі з фальцевої сталі,100 м2,True,111.248,3.7,0.0,0,3,10568.56,0,41050.0,51618.56
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,4,Водостічна система та добірні елементи,12-4-1,Улаштування ринв підвісних,100 м,True,70.531,3.5,0.0,0,2,6700.45,0,22900,29600.45
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,4,Водостічна система та добірні елементи,12-4-2,Улаштування водостічних труб,100 м,True,89.024,3.6,0.2,1,2,8479.28,40.0,22800,31319.28
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,4,Водостічна система та добірні елементи,12-4-3,Улаштування карнизних і торцевих планок,100 м,True,77.618,3.5,0.0,0,2,7373.71,0,22900,30273.71
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,1,Штукатурні роботи внутрішні,15-1-1,Покращене штукатурне опорядження стін цементно-вапняним розчином,100 м2,True,150.999,3.6,0.0,0,3,14344.9,0,12050,26394.9
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,1,Штукатурні роботи внутрішні,15-1-2,Високоякісне штукатурне опорядження стін,100 м2,True,171.906,3.6,0.0,0,3,16331.07,0,12050,28381.07
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,1,Штукатурні роботи внутрішні,15-1-3,Штукатурне опорядження стель,100 м2,True,141.704,3.7,0.0,0,2,13461.88,0,47250,60711.88
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,1,Штукатурні роботи внутрішні,15-1-4,Штукатурне опорядження укосів,100 м,True,159.315,3.6,0.0,0,3,15134.92,0,12050,27184.92
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,2,Штукатурні роботи зовнішні,15-2-1,Штукатурне опорядження фасадів,100 м2,True,174.613,3.6,0.0,0,3,16588.24,0,12050,28638.24
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,2,Штукатурні роботи зовнішні,15-2-2,Декоративне штукатурне опорядження фасадів,100 м2,True,163.571,3.6,0.0,0,3,15539.24,0,12050,27589.24
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,3,Облицювальні роботи,15-3-1,Облицювання стін керамічною плиткою,100 м2,True,164.104,3.9,0.0,0,3,15589.88,0,50300,65889.88
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,3,Облицювальні роботи,15-3-2,Облицювання стін керамогранітом,100 м2,True,181.517,3.9,0.0,0,3,17244.11,0,50300,67544.11
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,3,Облицювальні роботи,15-3-3,Облицювання стін природним каменем,100 м2,True,161.988,3.9,0.0,0,3,15388.86,0,50300,65688.86
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-1,Фарбування стін водоемульсійними складами покращене,100 м2,True,75.14,3.4,0.0,0,3,7138.3,0,7415,14553.3
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-2,Фарбування стін водоемульсійними складами високоякісне,100 м2,True,73.971,3.4,0.0,0,3,7027.25,0,7415,14442.25
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-3,Фарбування стель водоемульсійними складами,100 м2,True,84.706,3.4,0.0,0,3,8047.07,0,7415,15462.07
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-4,Фарбування столярних виробів олійними складами,100 м2,True,75.595,3.4,0.0,0,3,7181.52,0,7415,14596.52
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-5,Фарбування металевих поверхонь,100 м2,True,83.401,3.4,0.0,0,3,7923.09,0,7415,15338.09
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-6,Фарбування фасадів силікатними складами,100 м2,True,71.872,3.4,0.0,0,3,6827.84,0,7415,14242.84
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-7,Ґрунтування поверхонь під фарбування,100 м2,True,77.937,3.4,0.0,0,3,7404.01,0,7415,14819.01
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-8,Шпаклювання суцільне під високоякісне фарбування,100 м2,True,74.501,3.4,0.0,0,3,7077.6,0,7415,14492.6
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,5,Шпалерні та склярські роботи,15-5-1,Обклеювання стін шпалерами простими,100 м2,True,60.092,3.5,0.0,0,2,5708.74,0,21000,26708.74
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,5,Шпалерні та склярські роботи,15-5-2,Обклеювання стін шпалерами покращеними,100 м2,True,69.392,3.5,0.0,0,2,6592.24,0,21000,27592.24
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,5,Шпалерні та склярські роботи,15-5-3,Оскління віконних переплетень,100 м2,True,233.745,3.8,0.0,0,3,22205.78,0,264100,286305.78
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,6,Підшивні стелі,15-6-1,Улаштування стель із гіпсокартону по каркасу,100 м2,True,179.734,3.5,0.0,0,3,17074.73,0,37700,54774.73
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,6,Підшивні стелі,15-6-2,Улаштування підвісних стель типу Армстронг,100 м2,True,132.97,3.7,0.0,0,2,12632.15,0,47250,59882.15
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,6,Підшивні стелі,15-6-3,Улаштування натяжних стель,100 м2,True,136.824,3.7,0.0,0,2,12998.28,0,47250,60248.28
