shifr,nazva_normy,odynytsya,typ_resursu,kod,nazva_resursu,odynytsya_resursu,vytrata,tsina_uah,vartist_uah,priorytet_prytulok
8-1-1,Улаштування фундаментів із бутового каменю під лопату,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-1-1,Улаштування фундаментів із бутового каменю під лопату,м3,матеріал,С134-1,Камінь бутовий,м3,1.05,900,945.0,True
8-1-1,Улаштування фундаментів із бутового каменю під лопату,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.38,2200,836.0,True
8-1-1,Улаштування фундаментів із бутового каменю під лопату,м3,труд_робітників,Т1,"Труд робітників, розряд 3.3",люд.-год,6.141,95.0,583.39,True
8-1-1,Улаштування фундаментів із бутового каменю під лопату,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-1-2,Улаштування фундаментів із бутового каменю під скобу,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-1-2,Улаштування фундаментів із бутового каменю під скобу,м3,матеріал,С134-1,Камінь бутовий,м3,1.05,900,945.0,True
8-1-2,Улаштування фундаментів із бутового каменю під скобу,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.38,2200,836.0,True
8-1-2,Улаштування фундаментів із бутового каменю під скобу,м3,труд_робітників,Т1,"Труд робітників, розряд 3.3",люд.-год,6.469,95.0,614.56,True
8-1-2,Улаштування фундаментів із бутового каменю під скобу,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-1-3,Мурування стін із бутового каменю під лопату,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-1-3,Мурування стін із бутового каменю під лопату,м3,матеріал,С134-1,Камінь бутовий,м3,1.05,900,945.0,True
8-1-3,Мурування стін із бутового каменю під лопату,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.38,2200,836.0,True
8-1-3,Мурування стін із бутового каменю під лопату,м3,труд_робітників,Т1,"Труд робітників, розряд 3.3",люд.-год,6.334,95.0,601.73,True
8-1-3,Мурування стін із бутового каменю під лопату,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-1-4,Мурування стін із бутового каменю під скобу,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-1-4,Мурування стін із бутового каменю під скобу,м3,матеріал,С134-1,Камінь бутовий,м3,1.05,900,945.0,True
8-1-4,Мурування стін із бутового каменю під скобу,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.38,2200,836.0,True
8-1-4,Мурування стін із бутового каменю під скобу,м3,труд_робітників,Т1,"Труд робітників, розряд 3.3",люд.-год,5.875,95.0,558.12,True
8-1-4,Мурування стін із бутового каменю під скобу,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-2-1,Улаштування піщаної основи під фундаменти,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-2-1,Улаштування піщаної основи під фундаменти,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,407.3,12,4887.6,True
8-2-1,Улаштування піщаної основи під фундаменти,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-2-1,Улаштування піщаної основи під фундаменти,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-2-1,Улаштування піщаної основи під фундаменти,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.384,95.0,511.48,True
8-2-1,Улаштування піщаної основи під фундаменти,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-2-2,Улаштування щебеневої основи під фундаменти,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-2-2,Улаштування щебеневої основи під фундаменти,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,406.15,12,4873.8,True
8-2-2,Улаштування щебеневої основи під фундаменти,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-2-2,Улаштування щебеневої основи під фундаменти,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-2-2,Улаштування щебеневої основи під фундаменти,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.292,95.0,502.74,True
8-2-2,Улаштування щебеневої основи під фундаменти,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-3-1,Горизонтальна ізоляція цементним розчином,100 м2,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-3-1,Горизонтальна ізоляція цементним розчином,100 м2,матеріал,С137-1,Цегла керамічна,шт,5100,12,61200,True
8-3-1,Горизонтальна ізоляція цементним розчином,100 м2,матеріал,С135-1,Розчин мурувальний,м3,2.4,2200,5280.0,True
8-3-1,Горизонтальна ізоляція цементним розчином,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,58.547,95.0,5561.97,True
8-3-1,Горизонтальна ізоляція цементним розчином,100 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-3-2,Горизонтальна ізоляція рулонними матеріалами в 1 шар,100 м2,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-3-2,Горизонтальна ізоляція рулонними матеріалами в 1 шар,100 м2,матеріал,С137-1,Цегла керамічна,шт,5100,12,61200,True
8-3-2,Горизонтальна ізоляція рулонними матеріалами в 1 шар,100 м2,матеріал,С135-1,Розчин мурувальний,м3,2.4,2200,5280.0,True
8-3-2,Горизонтальна ізоляція рулонними матеріалами в 1 шар,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,56.427,95.0,5360.56,True
8-3-2,Горизонтальна ізоляція рулонними матеріалами в 1 шар,100 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-3-3,Горизонтальна ізоляція рулонними матеріалами в 2 шари,100 м2,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-3-3,Горизонтальна ізоляція рулонними матеріалами в 2 шари,100 м2,матеріал,С137-1,Цегла керамічна,шт,5100,12,61200,True
8-3-3,Горизонтальна ізоляція рулонними матеріалами в 2 шари,100 м2,матеріал,С135-1,Розчин мурувальний,м3,2.4,2200,5280.0,True
8-3-3,Горизонтальна ізоляція рулонними матеріалами в 2 шари,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,58.605,95.0,5567.47,True
8-3-3,Горизонтальна ізоляція рулонними матеріалами в 2 шари,100 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-3-4,Бокова обмазувальна ізоляція бітумною мастикою,100 м2,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-3-4,Бокова обмазувальна ізоляція бітумною мастикою,100 м2,матеріал,С137-1,Цегла керамічна,шт,5100,12,61200,True
8-3-4,Бокова обмазувальна ізоляція бітумною мастикою,100 м2,матеріал,С135-1,Розчин мурувальний,м3,2.4,2200,5280.0,True
8-3-4,Бокова обмазувальна ізоляція бітумною мастикою,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,55.77,95.0,5298.15,True
8-3-4,Бокова обмазувальна ізоляція бітумною мастикою,100 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-3-5,Бокова обклеювальна ізоляція рулонними матеріалами,100 м2,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-3-5,Бокова обклеювальна ізоляція рулонними матеріалами,100 м2,матеріал,С130-1,Блоки газобетонні,м3,1.02,2800,2856.0,True
8-3-5,Бокова обклеювальна ізоляція рулонними матеріалами,100 м2,матеріал,С131-1,Клейова суміш для газобетону,кг,25,18,450,True
8-3-5,Бокова обклеювальна ізоляція рулонними матеріалами,100 м2,матеріал,С132-1,Арматура для армопоясів / сітка,кг,2.5,35,87.5,True
8-3-5,Бокова обклеювальна ізоляція рулонними матеріалами,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.6",люд.-год,4.24,95.0,402.8,True
8-3-5,Бокова обклеювальна ізоляція рулонними матеріалами,100 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-3-6,Бокова обклеювальна ізоляція в 2 шари,100 м2,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-3-6,Бокова обклеювальна ізоляція в 2 шари,100 м2,матеріал,С130-1,Блоки газобетонні,м3,1.02,2800,2856.0,True
8-3-6,Бокова обклеювальна ізоляція в 2 шари,100 м2,матеріал,С131-1,Клейова суміш для газобетону,кг,25,18,450,True
8-3-6,Бокова обклеювальна ізоляція в 2 шари,100 м2,матеріал,С132-1,Арматура для армопоясів / сітка,кг,2.5,35,87.5,True
8-3-6,Бокова обклеювальна ізоляція в 2 шари,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.6",люд.-год,4.519,95.0,429.31,True
8-3-6,Бокова обклеювальна ізоляція в 2 шари,100 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-5-1,"Мурування зовнішніх простих стін із цегли керамічної, висота поверху до 4 м",м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-5-1,"Мурування зовнішніх простих стін із цегли керамічної, висота поверху до 4 м",м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,407.98,12,4895.76,True
8-5-1,"Мурування зовнішніх простих стін із цегли керамічної, висота поверху до 4 м",м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-5-1,"Мурування зовнішніх простих стін із цегли керамічної, висота поверху до 4 м",м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-5-1,"Мурування зовнішніх простих стін із цегли керамічної, висота поверху до 4 м",м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.438,95.0,516.61,True
8-5-1,"Мурування зовнішніх простих стін із цегли керамічної, висота поверху до 4 м",м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-5-2,Мурування зовнішніх стін середньої складності із цегли керамічної,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-5-2,Мурування зовнішніх стін середньої складності із цегли керамічної,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,406.0,12,4872.0,True
8-5-2,Мурування зовнішніх стін середньої складності із цегли керамічної,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-5-2,Мурування зовнішніх стін середньої складності із цегли керамічної,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-5-2,Мурування зовнішніх стін середньої складності із цегли керамічної,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.28,95.0,501.6,True
8-5-2,Мурування зовнішніх стін середньої складності із цегли керамічної,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-5-3,Мурування зовнішніх складних стін із цегли керамічної,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-5-3,Мурування зовнішніх складних стін із цегли керамічної,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,400.83,12,4809.96,True
8-5-3,Мурування зовнішніх складних стін із цегли керамічної,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-5-3,Мурування зовнішніх складних стін із цегли керамічної,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-5-3,Мурування зовнішніх складних стін із цегли керамічної,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,4.866,95.0,462.27,True
8-5-3,Мурування зовнішніх складних стін із цегли керамічної,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-5-4,Мурування внутрішніх стін із цегли керамічної,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-5-4,Мурування внутрішніх стін із цегли керамічної,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,407.9,12,4894.8,True
8-5-4,Мурування внутрішніх стін із цегли керамічної,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-5-4,Мурування внутрішніх стін із цегли керамічної,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-5-4,Мурування внутрішніх стін із цегли керамічної,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.432,95.0,516.04,True
8-5-4,Мурування внутрішніх стін із цегли керамічної,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-5-5,Мурування зовнішніх простих стін із цегли силікатної,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-5-5,Мурування зовнішніх простих стін із цегли силікатної,м3,матеріал,С137-2,Цегла силікатна,шт,400,10,4000,True
8-5-5,Мурування зовнішніх простих стін із цегли силікатної,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-5-5,Мурування зовнішніх простих стін із цегли силікатної,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-5-5,Мурування зовнішніх простих стін із цегли силікатної,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.199,95.0,493.9,True
8-5-5,Мурування зовнішніх простих стін із цегли силікатної,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-5-6,Мурування внутрішніх стін із цегли силікатної,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-5-6,Мурування внутрішніх стін із цегли силікатної,м3,матеріал,С137-2,Цегла силікатна,шт,400,10,4000,True
8-5-6,Мурування внутрішніх стін із цегли силікатної,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-5-6,Мурування внутрішніх стін із цегли силікатної,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-5-6,Мурування внутрішніх стін із цегли силікатної,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.415,95.0,514.42,True
8-5-6,Мурування внутрішніх стін із цегли силікатної,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-5-7,Мурування стін із цегли при висоті поверху понад 4 м,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-5-7,Мурування стін із цегли при висоті поверху понад 4 м,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,407.46,12,4889.52,True
8-5-7,Мурування стін із цегли при висоті поверху понад 4 м,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-5-7,Мурування стін із цегли при висоті поверху понад 4 м,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-5-7,Мурування стін із цегли при висоті поверху понад 4 м,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.397,95.0,512.72,True
8-5-7,Мурування стін із цегли при висоті поверху понад 4 м,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-5-8,Мурування стін криволінійних у плані,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-5-8,Мурування стін криволінійних у плані,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,406.47,12,4877.64,True
8-5-8,Мурування стін криволінійних у плані,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-5-8,Мурування стін криволінійних у плані,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-5-8,Мурування стін криволінійних у плані,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.318,95.0,505.21,True
8-5-8,Мурування стін криволінійних у плані,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-6-1,Мурування перегородок товщиною 1/2 цегли неармованих,100 м2,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-6-1,Мурування перегородок товщиною 1/2 цегли неармованих,100 м2,матеріал,С137-1,Цегла керамічна,шт,5100,12,61200,True
8-6-1,Мурування перегородок товщиною 1/2 цегли неармованих,100 м2,матеріал,С135-1,Розчин мурувальний,м3,2.4,2200,5280.0,True
8-6-1,Мурування перегородок товщиною 1/2 цегли неармованих,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,62.215,95.0,5910.43,True
8-6-1,Мурування перегородок товщиною 1/2 цегли неармованих,100 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-6-2,Мурування перегородок товщиною 1/2 цегли армованих,100 м2,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-6-2,Мурування перегородок товщиною 1/2 цегли армованих,100 м2,матеріал,С137-1,Цегла керамічна,шт,5100,12,61200,True
8-6-2,Мурування перегородок товщиною 1/2 цегли армованих,100 м2,матеріал,С135-1,Розчин мурувальний,м3,2.4,2200,5280.0,True
8-6-2,Мурування перегородок товщиною 1/2 цегли армованих,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,57.409,95.0,5453.85,True
8-6-2,Мурування перегородок товщиною 1/2 цегли армованих,100 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-6-3,Мурування перегородок товщиною 1 цеглу,100 м2,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-6-3,Мурування перегородок товщиною 1 цеглу,100 м2,матеріал,С137-1,Цегла керамічна,шт,5100,12,61200,True
8-6-3,Мурування перегородок товщиною 1 цеглу,100 м2,матеріал,С135-1,Розчин мурувальний,м3,2.4,2200,5280.0,True
8-6-3,Мурування перегородок товщиною 1 цеглу,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,57.213,95.0,5435.23,True
8-6-3,Мурування перегородок товщиною 1 цеглу,100 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-7-1,Мурування стовпів прямокутних,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-7-1,Мурування стовпів прямокутних,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,400.42,12,4805.04,True
8-7-1,Мурування стовпів прямокутних,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-7-1,Мурування стовпів прямокутних,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-7-1,Мурування стовпів прямокутних,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,4.833,95.0,459.13,True
8-7-1,Мурування стовпів прямокутних,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-7-2,Мурування стовпів з ускладненнями,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-7-2,Мурування стовпів з ускладненнями,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,402.95,12,4835.4,True
8-7-2,Мурування стовпів з ускладненнями,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-7-2,Мурування стовпів з ускладненнями,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-7-2,Мурування стовпів з ускладненнями,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.036,95.0,478.42,True
8-7-2,Мурування стовпів з ускладненнями,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-7-3,Мурування карнизів і архітектурних деталей,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-7-3,Мурування карнизів і архітектурних деталей,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,406.66,12,4879.92,True
8-7-3,Мурування карнизів і архітектурних деталей,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-7-3,Мурування карнизів і архітектурних деталей,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-7-3,Мурування карнизів і архітектурних деталей,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.333,95.0,506.63,True
8-7-3,Мурування карнизів і архітектурних деталей,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-7-4,Мурування каналів і боровів,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-7-4,Мурування каналів і боровів,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,408.54,12,4902.48,True
8-7-4,Мурування каналів і боровів,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-7-4,Мурування каналів і боровів,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-7-4,Мурування каналів і боровів,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.484,95.0,520.98,True
8-7-4,Мурування каналів і боровів,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-10-1,Розшивання швів зовнішніх стін,100 м2,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-10-1,Розшивання швів зовнішніх стін,100 м2,матеріал,С137-1,Цегла керамічна,шт,5100,12,61200,True
8-10-1,Розшивання швів зовнішніх стін,100 м2,матеріал,С135-1,Розчин мурувальний,м3,2.4,2200,5280.0,True
8-10-1,Розшивання швів зовнішніх стін,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,62.016,95.0,5891.52,True
8-10-1,Розшивання швів зовнішніх стін,100 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-10-2,Розшивання швів внутрішніх стін,100 м2,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-10-2,Розшивання швів внутрішніх стін,100 м2,матеріал,С137-1,Цегла керамічна,шт,5100,12,61200,True
8-10-2,Розшивання швів внутрішніх стін,100 м2,матеріал,С135-1,Розчин мурувальний,м3,2.4,2200,5280.0,True
8-10-2,Розшивання швів внутрішніх стін,100 м2,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,59.065,95.0,5611.18,True
8-10-2,Розшивання швів внутрішніх стін,100 м2,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-11-1,"Армування мурування стін, перемичок, простінків",т,машина,С210-1,Кран / бетононасос,маш.-год,0.6,1500,900.0,True
8-11-1,"Армування мурування стін, перемичок, простінків",т,машина,С211-1,Вібратор глибинний,маш.-год,0.8,120,96.0,True
8-11-1,"Армування мурування стін, перемичок, простінків",т,матеріал,С120-1,Бетон товарний В15–В25,м3,1.02,3200,3264.0,True
8-11-1,"Армування мурування стін, перемичок, простінків",т,матеріал,С121-1,Вода,м3,0.2,40,8.0,True
8-11-1,"Армування мурування стін, перемичок, простінків",т,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,8.184,95.0,777.48,True
8-11-1,"Армування мурування стін, перемичок, простінків",т,труд_машиністів,Т2,Труд машиністів,люд.-год,0.6,110.0,66.0,True
8-11-2,Кріплення склепінь і установлення металевих ґрат,т,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-11-2,Кріплення склепінь і установлення металевих ґрат,т,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,405.14,12,4861.68,True
8-11-2,Кріплення склепінь і установлення металевих ґрат,т,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-11-2,Кріплення склепінь і установлення металевих ґрат,т,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-11-2,Кріплення склепінь і установлення металевих ґрат,т,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.211,95.0,495.05,True
8-11-2,Кріплення склепінь і установлення металевих ґрат,т,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-12-1,Мурування зовнішніх простих стін із каменів керамічних,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-12-1,Мурування зовнішніх простих стін із каменів керамічних,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,404.51,12,4854.12,True
8-12-1,Мурування зовнішніх простих стін із каменів керамічних,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-12-1,Мурування зовнішніх простих стін із каменів керамічних,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-12-1,Мурування зовнішніх простих стін із каменів керамічних,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.161,95.0,490.29,True
8-12-1,Мурування зовнішніх простих стін із каменів керамічних,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-12-2,Мурування зовнішніх стін середньої складності із каменів,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-12-2,Мурування зовнішніх стін середньої складності із каменів,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,406.17,12,4874.04,True
8-12-2,Мурування зовнішніх стін середньої складності із каменів,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-12-2,Мурування зовнішніх стін середньої складності із каменів,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-12-2,Мурування зовнішніх стін середньої складності із каменів,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,5.293,95.0,502.84,True
8-12-2,Мурування зовнішніх стін середньої складності із каменів,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-12-3,Мурування внутрішніх стін із каменів керамічних,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-12-3,Мурування внутрішніх стін із каменів керамічних,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,402.0,12,4824.0,True
8-12-3,Мурування внутрішніх стін із каменів керамічних,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-12-3,Мурування внутрішніх стін із каменів керамічних,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-12-3,Мурування внутрішніх стін із каменів керамічних,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,4.96,95.0,471.2,True
8-12-3,Мурування внутрішніх стін із каменів керамічних,м3,труд_машиністів,Т2,Труд машиністів,люд.-год,0.15,110.0,16.5,True
8-20-1,Мурування зовнішніх стін із легкобетонних каменів,м3,машина,С212-1,Підйомник / кран (подача матеріалів),маш.-год,0.15,900,135.0,True
8-20-1,Мурування зовнішніх стін із легкобетонних каменів,м3,матеріал,С137-1,Цегла керамічна рядова 250×120×65,шт,401.13,12,4813.56,True
8-20-1,Мурування зовнішніх стін із легкобетонних каменів,м3,матеріал,С135-1,Розчин мурувальний М50–М75,м3,0.24,2200,528.0,True
8-20-1,Мурування зовнішніх стін із легкобетонних каменів,м3,матеріал,С138-1,Вода,м3,0.15,40,6.0,True
8-20-1,Мурування зовнішніх стін із легкобетонних каменів,м3,труд_робітників,Т1,"Труд робітників, розряд 3.5",люд.-год,4.89,95.0,464.55,True
