kompleks,zbirnyk,nazva_zbirnyka,dstu,grupa,nazva_grupy,shifr,nazva_normy,odynytsya,priorytet_prytulok,trud_lyud_god,seredniy_rozryad,mashynisty_lyud_god,kilkist_mashyn,kilkist_materialiv,vartist_trudu_uah,vartist_mashyn_uah,vartist_materialiv_uah,priami_vytraty_uah
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,1,Підготовка основ,11-1-5,Улаштування стяжки цементної товщиною 70 мм,100 м2,True,105.391,3.3,0.0,0,2,10012.15,0,13000.0,23012.15
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,1,Підготовка основ,11-1-6,Улаштування стяжки самовирівнювальної товщиною до 10 мм,100 м2,True,97.454,3.3,0.0,0,2,9258.13,0,13000.0,22258.13
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,1,Підготовка основ,11-1-7,Улаштування стяжки самовирівнювальної товщиною до 20 мм,100 м2,True,100.743,3.3,0.0,0,2,9570.58,0,13000.0,22570.58
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,1,Підготовка основ,11-1-8,Гідроізоляція підлоги обмазувальна в 2 шари,100 м2,True,134.986,3.8,0.0,0,3,12823.67,0,53350,66173.67
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,1,Підготовка основ,11-1-9,Гідроізоляція підлоги рулонна в 1 шар,100 м2,True,131.013,3.8,0.0,0,3,12446.24,0,53350,65796.24
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,1,Підготовка основ,11-1-10,Тепло-/звукоізоляція підлоги плитним утеплювачем,100 м2,True,154.079,3.8,0.0,0,3,14637.51,0,53350,67987.51
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,2,Підлоги з керамічної плитки та керамограніту,11-2-1,Улаштування підлог із керамічної плитки 300×300 по готовій стяжці,100 м2,True,133.286,3.8,0.0,0,3,12662.17,0,53350,66012.17
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,2,Підлоги з керамічної плитки та керамограніту,11-2-2,Улаштування підлог із керамічної плитки 600×600,100 м2,True,133.654,3.8,0.0,0,3,12697.13,0,53350,66047.13
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,2,Підлоги з керамічної плитки та керамограніту,11-2-3,Улаштування підлог із керамограніту,100 м2,True,142.101,3.8,0.0,0,3,13499.59,0,53350,66849.59
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,2,Підлоги з керамічної плитки та керамограніту,11-2-4,Улаштування підлог із плитки по діагоналі,100 м2,True,134.803,3.8,0.0,0,3,12806.28,0,53350,66156.28
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,2,Підлоги з керамічної плитки та керамограніту,11-2-5,Улаштування підлог у мокрих приміщеннях із гідроізоляцією,100 м2,True,142.939,3.8,0.0,0,3,13579.2,0,53350,66929.2
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,2,Підлоги з керамічної плитки та керамограніту,11-2-6,Улаштування плінтусів із керамічної плитки,100 м,True,130.99,3.8,0.0,0,3,12444.05,0,53350,65794.05
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,2,Підлоги з керамічної плитки та керамограніту,11-2-7,Улаштування бордюрів і декоративних елементів,100 м,True,149.483,3.8,0.0,0,3,14200.89,0,53350,67550.89
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,3,Підлоги з лінолеуму та ПВХ,11-3-1,Улаштування підлог із лінолеуму на клейовій основі,100 м2,True,55.63,3.4,0.0,0,3,5284.85,0,52850,58134.85
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,3,Підлоги з лінолеуму та ПВХ,11-3-2,Улаштування підлог із комерційного ПВХ-покриття,100 м2,True,64.085,3.4,0.0,0,3,6088.07,0,52850,58938.07
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,3,Підлоги з лінолеуму та ПВХ,11-3-3,Улаштування підлог із ПВХ-плитки,100 м2,True,56.312,3.4,0.0,0,3,5349.64,0,52850,58199.64
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,3,Підлоги з лінолеуму та ПВХ,11-3-4,Улаштування плінтусів полівінілхлоридних,100 м,True,132.331,3.8,0.0,0,3,12571.44,0,53350,65921.44
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,3,Підлоги з лінолеуму та ПВХ,11-3-5,Зварювання швів лінолеуму шнуром,100 м,True,55.386,3.4,0.0,0,3,5261.67,0,52850,58111.67
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,4,"Підлоги дерев'яні, ламінат, паркет",11-4-1,Улаштування підлог дощатих по лагах,100 м2,True,78.175,3.7,0.0,0,3,7426.62,0,77725,85151.62
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,4,"Підлоги дерев'яні, ламінат, паркет",11-4-2,Улаштування підлог із ламінату по підкладці,100 м2,True,83.677,3.7,0.0,0,3,7949.32,0,77725,85674.32
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,4,"Підлоги дерев'яні, ламінат, паркет",11-4-3,Улаштування підлог паркетних штучних,100 м2,True,76.588,3.7,0.0,0,3,7275.86,0,77725,85000.86
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,4,"Підлоги дерев'яні, ламінат, паркет",11-4-4,Улаштування підлог із інженерної дошки,100 м2,True,151.578,3.8,0.0,0,3,14399.91,0,53350,67749.91
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,5,"Підлоги бетонні, мозаїчні, гумові",11-5-1,Улаштування підлог бетонних з залізненням,100 м2,True,95.599,3.3,0.0,0,2,9081.91,0,13000.0,22081.91
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,5,"Підлоги бетонні, мозаїчні, гумові",11-5-2,Улаштування підлог мозаїчних,100 м2,True,152.824,3.8,0.0,0,3,14518.28,0,53350,67868.28
Д.2.2,11,Підлоги,ДСТУ Б Д.2.2-11:2012,5,"Підлоги бетонні, мозаїчні, гумові",11-5-3,Улаштування підлог із гумової плитки / покриття,100 м2,True,144.239,3.8,0.0,0,3,13702.7,0,53350,67052.7
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,1,Підготовка основи під покрівлю,12-1-1,Улаштування пароізоляції рулонної,100 м2,True,96.62,3.6,0.2,1,2,9200.9,10.0,22800,32010.9
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,1,Підготовка основи під покрівлю,12-1-2,Улаштування утеплювача з плит мінеральної вати товщиною до 150 мм,100 м2,True,92.323,3.6,0.2,1,2,8792.68,10.0,22800,31602.68
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,1,Підготовка основи під покрівлю,12-1-3,Улаштування утеплювача товщиною 150–250 мм,100 м2,True,93.342,3.6,0.2,1,2,8889.49,10.0,22800,31699.49
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,1,Підготовка основи під покрівлю,12-1-4,Улаштування стяжки цементної під покрівлю товщиною 40 мм,100 м2,True,105.897,3.3,0.0,0,2,10060.22,0,13000.0,23060.22
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,1,Підготовка основи під покрівлю,12-1-5,Улаштування обрешітки під металочерепицю,100 м2,True,110.395,3.7,0.0,0,3,10487.52,0,41050.0,51537.52
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,1,Підготовка основи під покрівлю,12-1-6,Улаштування суцільного настилу / ОСБ під покрівлю,100 м2,True,86.385,3.6,0.2,1,2,8228.58,10.0,22800,31038.58
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,2,Покрівлі рулонні,12-2-1,Улаштування покрівлі з наплавлюваних матеріалів у 1 шар,100 м2,True,94.006,3.6,0.2,1,2,8952.57,10.0,22800,31762.57
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,2,Покрівлі рулонні,12-2-2,Улаштування покрівлі з наплавлюваних матеріалів у 2 шари,100 м2,True,89.357,3.6,0.2,1,2,8510.91,10.0,22800,31320.91
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,2,Покрівлі рулонні,12-2-3,Улаштування примикань рулонної покрівлі до стін,100 м,True,98.914,3.6,0.2,1,2,9418.83,10.0,22800,32228.83
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,2,Покрівлі рулонні,12-2-4,Улаштування покрівлі з ПВХ-мембрани,100 м2,True,93.363,3.6,0.2,1,2,8891.49,10.0,22800,31701.49
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,3,Покрівлі з металочерепиці та профнастилу,12-3-1,Улаштування покрівлі з металочерепиці,100 м2,True,114.224,3.7,0.0,0,3,10851.28,0,41050.0,51901.28
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,3,Покрівлі з металочерепиці та профнастилу,12-3-2,Улаштування покрівлі з профнастилу,100 м2,True,123.751,3.7,0.0,0,3,11756.35,0,41050.0,52806.35
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,3,Покрівлі з металочерепиці та профнастилу,12-3-3,Улаштування покрівлі з фальцевої сталі,100 м2,True,111.248,3.7,0.0,0,3,10568.56,0,41050.0,51618.56
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,3,Покрівлі з металочерепиці та профнастилу,12-3-4,Улаштування єндов і примикань металевої покрівлі,100 м,True,85.009,3.6,0.2,1,2,8097.86,10.0,22800,30907.86
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,4,Водостічна система,12-4-1,Улаштування ринв підвісних,100 м,True,70.531,3.5,0.0,0,2,6700.45,0,22900,29600.45
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,4,Водостічна система,12-4-2,Улаштування водостічних труб,100 м,True,89.024,3.6,0.2,1,2,8479.28,10.0,22800,31289.28
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,4,Водостічна система,12-4-3,Улаштування карнизних і торцевих планок,100 м,True,77.618,3.5,0.0,0,2,7373.71,0,22900,30273.71
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,4,Водостічна система,12-4-4,Улаштування снігозатримувачів,100 м,True,98.384,3.6,0.2,1,2,9368.48,10.0,22800,32178.48
Д.2.2,12,Покрівлі,ДСТУ Б Д.2.2-12:2012,4,Водостічна система,12-4-5,Улаштування водостічних воронок внутрішніх,шт,True,1.349,3.6,0.2,1,2,150.16,10.0,228.0,388.16
Д.2.2,13,Захист будівельних конструкцій та устаткування від корозії,ДСТУ Б Д.2.2-13:2012,1,Підготовка поверхонь під захист,13-1-1,Очищення металевих поверхонь механічне,100 м2,False,104.201,3.5,0.0,0,2,9899.09,0,41100,50999.09
Д.2.2,13,Захист будівельних конструкцій та устаткування від корозії,ДСТУ Б Д.2.2-13:2012,1,Підготовка поверхонь під захист,13-1-2,Очищення металевих поверхонь піскоструминне,100 м2,False,101.286,3.5,0.0,0,2,9622.17,0,41100,50722.17
Д.2.2,13,Захист будівельних конструкцій та устаткування від корозії,ДСТУ Б Д.2.2-13:2012,1,Підготовка поверхонь під захист,13-1-3,Знежирення поверхонь,100 м2,False,103.401,3.5,0.0,0,2,9823.09,0,41100,50923.09
Д.2.2,13,Захист будівельних конструкцій та устаткування від корозії,ДСТУ Б Д.2.2-13:2012,2,Антикорозійний захист металевих конструкцій,13-2-1,Фарбування ґрунтовкою антикорозійною,100 м2,False,73.735,3.4,0.0,0,3,7004.82,0,7415,14419.82
Д.2.2,13,Захист будівельних конструкцій та устаткування від корозії,ДСТУ Б Д.2.2-13:2012,2,Антикорозійний захист металевих конструкцій,13-2-2,Фарбування емалями в 2 шари,100 м2,False,73.566,3.4,0.0,0,3,6988.77,0,7415,14403.77
Д.2.2,13,Захист будівельних конструкцій та устаткування від корозії,ДСТУ Б Д.2.2-13:2012,2,Антикорозійний захист металевих конструкцій,13-2-3,Нанесення цинконаповнених покриттів,100 м2,False,103.55,3.5,0.0,0,2,9837.25,0,41100,50937.25
Д.2.2,13,Захист будівельних конструкцій та устаткування від корозії,ДСТУ Б Д.2.2-13:2012,2,Антикорозійний захист металевих конструкцій,13-2-4,Нанесення епоксидних покриттів,100 м2,False,106.926,3.5,0.0,0,2,10157.97,0,41100,51257.97
Д.2.2,13,Захист будівельних конструкцій та устаткування від корозії,ДСТУ Б Д.2.2-13:2012,3,Захист будівельних конструкцій,13-3-1,Обмазувальна гідроізоляція конструкцій,100 м2,False,117.43,3.5,0.0,0,2,11155.85,0,20500,31655.85
Д.2.2,13,Захист будівельних конструкцій та устаткування від корозії,ДСТУ Б Д.2.2-13:2012,3,Захист будівельних конструкцій,13-3-2,Захист бетонних поверхонь просочувальними складами,100 м2,False,100.404,3.5,0.0,0,2,9538.38,0,41100,50638.38
Д.2.2,13,Захист будівельних конструкцій та устаткування від корозії,ДСТУ Б Д.2.2-13:2012,3,Захист будівельних конструкцій,13-3-3,Футерування поверхонь,100 м2,False,112.611,3.5,0.0,0,2,10698.05,0,41100,51798.05
Д.2.2,13,Захист будівельних конструкцій та устаткування від корозії,ДСТУ Б Д.2.2-13:2012,4,Захист устаткування,13-4-1,Антикорозійний захист ємностей,м2 / шт,False,1.535,3.5,0.0,0,2,145.82,0,411.0,556.82
Д.2.2,13,Захист будівельних конструкцій та устаткування від корозії,ДСТУ Б Д.2.2-13:2012,4,Захист устаткування,13-4-2,Антикорозійний захист трубопроводів,м2 / шт,False,2.001,3.8,0.0,0,3,190.09,0,566.0,756.09
Д.2.2,14,Конструкції в сільському будівництві,ДСТУ Б Д.2.2-14:2012,1,Конструкції сільськогосподарських будівель,14-1-1,Мурування стін тваринницьких приміщень,м3 / 100 м2,False,59.076,3.5,0.15,1,2,5628.72,135.0,66480.0,72243.72
Д.2.2,14,Конструкції в сільському будівництві,ДСТУ Б Д.2.2-14:2012,1,Конструкції сільськогосподарських будівель,14-1-2,Улаштування підлог у тваринницьких приміщеннях,м3 / 100 м2,False,148.162,3.8,0.0,0,3,14075.39,0,53350,67425.39
Д.2.2,14,Конструкції в сільському будівництві,ДСТУ Б Д.2.2-14:2012,1,Конструкції сільськогосподарських будівель,14-1-3,Улаштування годівниць і навозних каналів,м3 / 100 м2,False,3.15,3.2,0.0,0,1,299.25,0,150.0,449.25
Д.2.2,14,Конструкції в сільському будівництві,ДСТУ Б Д.2.2-14:2012,1,Конструкції сільськогосподарських будівель,14-1-4,Улаштування силосних траншей,м3 / 100 м2,False,10.583,2.8,0.5,1,2,1060.38,300.0,259.25,1619.63
Д.2.2,14,Конструкції в сільському будівництві,ДСТУ Б Д.2.2-14:2012,2,Споруди зберігання,14-2-1,Улаштування буртів і бункерів,м3 / шт,False,2.789,3.2,0.0,0,1,264.96,0,150.0,414.96
Д.2.2,14,Конструкції в сільському будівництві,ДСТУ Б Д.2.2-14:2012,2,Споруди зберігання,14-2-2,Улаштування зерносховищ каркасних,м3 / шт,False,2.588,3.2,0.0,0,1,245.86,0,150.0,395.86
Д.2.2,14,Конструкції в сільському будівництві,ДСТУ Б Д.2.2-14:2012,2,Споруди зберігання,14-2-3,Улаштування гноєсховищ,м3 / шт,False,3.125,3.2,0.0,0,1,296.88,0,150.0,446.88
Д.2.2,14,Конструкції в сільському будівництві,ДСТУ Б Д.2.2-14:2012,3,Огорожі та майданчики,14-3-1,Улаштування огорож ферм,100 м / 100 м2,False,3.285,3.2,0.0,0,1,312.07,0,150.0,462.07
Д.2.2,14,Конструкції в сільському будівництві,ДСТУ Б Д.2.2-14:2012,3,Огорожі та майданчики,14-3-2,Улаштування вигульних майданчиків,100 м / 100 м2,False,2.66,3.2,0.0,0,1,252.7,0,150.0,402.7
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,1,Штукатурні роботи внутрішні,15-1-1,Покращене штукатурне опорядження стін цементно-вапняним розчином по цеглі,100 м2,True,55.922,3.5,0.15,1,2,5329.09,135.0,66480.0,71944.09
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,1,Штукатурні роботи внутрішні,15-1-2,Покращене штукатурне опорядження стін по бетону,100 м2,True,160.297,3.6,0.0,0,3,15228.22,0,12050,27278.22
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,1,Штукатурні роботи внутрішні,15-1-3,Покращене штукатурне опорядження стін по газобетону,100 м2,True,45.267,3.6,0.15,1,3,4316.87,135.0,3393.5,7845.37
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,1,Штукатурні роботи внутрішні,15-1-4,Високоякісне штукатурне опорядження стін,100 м2,True,171.906,3.6,0.0,0,3,16331.07,0,12050,28381.07
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,1,Штукатурні роботи внутрішні,15-1-5,Штукатурне опорядження стель покращене,100 м2,True,139.07,3.7,0.0,0,2,13211.65,0,47250,60461.65
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,1,Штукатурні роботи внутрішні,15-1-6,Штукатурне опорядження стель високоякісне,100 м2,True,124.904,3.7,0.0,0,2,11865.88,0,47250,59115.88
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,1,Штукатурні роботи внутрішні,15-1-7,Штукатурне опорядження укосів віконних і дверних,100 м,True,257.55,3.8,0.0,0,3,24467.25,0,264100,288567.25
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,1,Штукатурні роботи внутрішні,15-1-8,Тонкошарова штукатурка гіпсова по стінах,100 м2,True,178.264,3.6,0.0,0,3,16935.08,0,12050,28985.08
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,1,Штукатурні роботи внутрішні,15-1-9,Машинне нанесення штукатурки гіпсової,100 м2,True,153.351,3.6,0.0,0,3,14568.34,0,12050,26618.34
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,2,Штукатурні роботи зовнішні / фасад,15-2-1,Штукатурне опорядження фасадів цементним розчином,100 м2,True,165.742,3.6,0.0,0,3,15745.49,0,12050,27795.49
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,2,Штукатурні роботи зовнішні / фасад,15-2-2,Декоративне штукатурне опорядження фасадів «короїд/баранець»,100 м2,True,162.118,3.6,0.0,0,3,15401.21,0,12050,27451.21
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,2,Штукатурні роботи зовнішні / фасад,15-2-3,Опорядження цоколів декоративною штукатуркою/плиткою (підготовка),100 м2,True,148.877,3.8,0.0,0,3,14143.32,0,53350,67493.32
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,3,Облицювальні роботи,15-3-1,Облицювання стін керамічною плиткою по цеглі/бетону,100 м2,True,57.592,3.5,0.15,1,2,5487.74,135.0,66480.0,72102.74
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,3,Облицювальні роботи,15-3-2,Облицювання стін керамічною плиткою по штукатурці,100 м2,True,162.52,3.9,0.0,0,3,15439.4,0,50300,65739.4
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,3,Облицювальні роботи,15-3-3,Облицювання стін керамогранітом,100 м2,True,181.517,3.9,0.0,0,3,17244.11,0,50300,67544.11
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,3,Облицювальні роботи,15-3-4,Облицювання стін у санвузлах на всю висоту,100 м2,True,184.987,3.9,0.0,0,3,17573.76,0,50300,67873.76
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,3,Облицювальні роботи,15-3-5,Облицювання колон і пілястр,100 м2,True,170.942,3.9,0.0,0,3,16239.49,0,50300,66539.49
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,3,Облицювальні роботи,15-3-6,Улаштування плиточних панно і фризів,100 м2,True,155.623,3.6,0.0,0,3,14784.18,0,12050,26834.18
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-1,Фарбування стін водоемульсійними складами покращене,100 м2,True,75.14,3.4,0.0,0,3,7138.3,0,7415,14553.3
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-2,Фарбування стін водоемульсійними складами високоякісне,100 м2,True,73.971,3.4,0.0,0,3,7027.25,0,7415,14442.25
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-3,Фарбування стель водоемульсійними складами покращене,100 м2,True,77.623,3.4,0.0,0,3,7374.19,0,7415,14789.19
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-4,Фарбування стель водоемульсійними складами високоякісне,100 м2,True,75.441,3.4,0.0,0,3,7166.9,0,7415,14581.9
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-5,Фарбування столярних виробів олійними/акриловими складами,100 м2,True,84.85,3.4,0.0,0,3,8060.75,0,7415,15475.75
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-6,"Фарбування металевих поверхонь (огородження, решітки)",100 м2,True,82.332,3.4,0.0,0,3,7821.54,0,7415,15236.54
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-7,Фарбування фасадів силікатними/силіконовими складами,100 м2,True,73.938,3.4,0.0,0,3,7024.11,0,7415,14439.11
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-8,Ґрунтування поверхонь під фарбування,100 м2,True,77.937,3.4,0.0,0,3,7404.01,0,7415,14819.01
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,4,Малярні роботи,15-4-9,Шпаклювання суцільне під високоякісне фарбування,100 м2,True,74.501,3.4,0.0,0,3,7077.6,0,7415,14492.6
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,5,Шпалерні та склярські роботи,15-5-1,Обклеювання стін шпалерами паперовими простими,100 м2,True,65.476,3.5,0.0,0,2,6220.22,0,21000,27220.22
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,5,Шпалерні та склярські роботи,15-5-2,Обклеювання стін шпалерами покращеними (вініл/флізелін),100 м2,True,70.903,3.5,0.0,0,2,6735.79,0,21000,27735.79
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,5,Шпалерні та склярські роботи,15-5-3,Обклеювання стель шпалерами,100 м2,True,65.159,3.5,0.0,0,2,6190.11,0,21000,27190.11
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,5,Шпалерні та склярські роботи,15-5-4,Оскління віконних переплетень склом 4 мм,100 м2,True,255.597,3.8,0.0,0,3,24281.72,0,264100,288381.72
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,5,Шпалерні та склярські роботи,15-5-5,Оскління дверних полотен і вітражів,100 м2,True,252.66,3.8,0.0,0,3,24002.7,0,264100,288102.7
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,6,Підшивні та підвісні стелі,15-6-1,Улаштування стель із гіпсокартону по металевому каркасу в 1 рівень,100 м2,True,162.866,3.5,0.0,0,3,15472.27,0,37700,53172.27
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,6,Підшивні та підвісні стелі,15-6-2,Улаштування стель із гіпсокартону в 2 рівні,100 м2,True,166.247,3.5,0.0,0,3,15793.47,0,37700,53493.47
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,6,Підшивні та підвісні стелі,15-6-3,Улаштування підвісних стель типу Армстронг,100 м2,True,132.97,3.7,0.0,0,2,12632.15,0,47250,59882.15
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,6,Підшивні та підвісні стелі,15-6-4,Улаштування натяжних стель тканинних/ПВХ,100 м2,True,131.0,3.7,0.0,0,2,12445.0,0,47250,59695.0
Д.2.2,15,Оздоблювальні роботи,ДСТУ Б Д.2.2-15:2012,6,Підшивні та підвісні стелі,15-6-5,Обшивка стін гіпсокартоном по каркасу,100 м2,True,182.009,3.5,0.0,0,3,17290.85,0,37700,54990.85
Д.2.2,16,Трубопроводи внутрішні,ДСТУ Б Д.2.2-16:2012,1,Сталеві трубопроводи,16-1-1,Прокладання труб сталевих водогазопровідних діаметром 15 мм,100 м,True,177.471,3.8,0.0,0,3,16859.74,0,56600,73459.74
Д.2.2,16,Трубопроводи внутрішні,ДСТУ Б Д.2.2-16:2012,1,Сталеві трубопроводи,16-1-2,Прокладання труб сталевих діаметром 20 мм,100 м,True,188.708,3.8,0.0,0,3,17927.26,0,56600,74527.26
Д.2.2,16,Трубопроводи внутрішні,ДСТУ Б Д.2.2-16:2012,1,Сталеві трубопроводи,16-1-3,Прокладання труб сталевих діаметром 25 мм,100 м,True,189.899,3.8,0.0,0,3,18040.4,0,56600,74640.4
Д.2.2,16,Трубопроводи внутрішні,ДСТУ Б Д.2.2-16:2012,1,Сталеві трубопроводи,16-1-4,Прокладання труб сталевих діаметром 32 мм,100 м,True,170.122,3.8,0.0,0,3,16161.59,0,56600,72761.59
Д.2.2,16,Трубопроводи внутрішні,ДСТУ Б Д.2.2-16:2012,1,Сталеві трубопроводи,16-1-5,Прокладання труб сталевих діаметром 40 мм,100 м,True,177.429,3.8,0.0,0,3,16855.76,0,56600,73455.76
Д.2.2,16,Трубопроводи внутрішні,ДСТУ Б Д.2.2-16:2012,1,Сталеві трубопроводи,16-1-6,Прокладання труб сталевих діаметром 50 мм,100 м,True,188.154,3.8,0.0,0,3,17874.63,0,56600,74474.63
Д.2.2,16,Трубопроводи внутрішні,ДСТУ Б Д.2.2-16:2012,1,Сталеві трубопроводи,16-1-7,Прокладання труб сталевих діаметром 80–100 мм,100 м,True,189.825,3.8,0.0,0,3,18033.38,0,56600,74633.38
Д.2.2,16,Трубопроводи внутрішні,ДСТУ Б Д.2.2-16:2012,2,Полімерні трубопроводи,16-2-1,Прокладання труб ППР діаметром 20 мм,100 м,True,188.849,3.8,0.0,0,3,17940.65,0,56600,74540.65
Д.2.2,16,Трубопроводи внутрішні,ДСТУ Б Д.2.2-16:2012,2,Полімерні трубопроводи,16-2-2,Прокладання труб ППР діаметром 25 мм,100 м,True,185.587,3.8,0.0,0,3,17630.76,0,56600,74230.76
Д.2.2,16,Трубопроводи внутрішні,ДСТУ Б Д.2.2-16:2012,2,Полімерні трубопроводи,16-2-3,Прокладання труб ППР діаметром 32 мм,100 м,True,188.711,3.8,0.0,0,3,17927.55,0,56600,74527.55
Д.2.2,16,Трубопроводи внутрішні,ДСТУ Б Д.2.2-16:2012,2,Полімерні трубопроводи,16-2-4,Прокладання труб ППР діаметром 40–50 мм,100 м,True,186.184,3.8,0.0,0,3,17687.48,0,56600,74287.48
Д.2.2,16,Трубопроводи внутрішні,ДСТУ Б Д.2.2-16:2012,2,Полімерні трубопроводи,16-2-5,Прокладання труб PEX/металопластикових 16–20 мм,100 м,True,161.011,3.8,0.0,0,3,15296.05,0,56600,71896.05
